X,Y,Z,M
3.319650,5.041157,5.064167,10.000000
4.690677,5.523954,4.427157,10.000000
4.034968,4.468617,4.627258,10.000000
7.694817,5.274065,5.112450,10.000000
3.798643,3.797737,4.847717,10.000000
3.742962,4.605331,5.727564,10.000000
4.059922,4.998502,4.881895,10.000000
4.413773,3.744570,5.069038,10.000000
6.128932,7.659382,0.017799,10.000000
2.986441,4.321462,5.539594,10.000000
3.473979,4.533826,6.561955,10.000000
4.964908,3.984065,5.373941,10.000000
3.602790,5.070206,4.771582,10.000000
4.466113,4.943453,3.535686,10.000000
4.009812,5.203330,4.510776,10.000000
