X,Y,Z,M
2.610365,6.203008,4.367605,10.000000
4.390723,6.912910,4.259507,10.000000
4.187006,6.032186,4.665934,10.000000
1.699317,6.032073,5.152018,10.000000
3.864808,5.445087,4.772030,10.000000
3.175069,5.283610,5.269947,10.000000
3.131086,5.219126,4.498478,10.000000
3.911729,4.784994,4.917040,10.000000
8.205002,5.905180,5.231697,10.000000
1.461989,3.672785,4.565817,10.000000
4.335527,6.087924,3.249377,10.000000
4.474535,5.256050,5.104974,10.000000
3.251764,5.643641,4.668137,10.000000
3.520632,4.995843,5.246090,10.000000
3.212548,5.704970,4.151773,10.000000
