X,Y,Z,M
5.500276,4.208679,3.841235,10.000000
4.277858,4.141651,4.079716,10.000000
5.293728,4.963602,4.642082,10.000000
5.468997,5.739466,2.073640,10.000000
5.452787,5.467279,4.374435,10.000000
5.264957,4.456692,3.263719,10.000000
4.584682,3.709971,3.966967,10.000000
4.651818,5.589606,3.811746,10.000000
2.597607,5.875357,2.356044,10.000000
0.196194,7.207327,3.466337,10.000000
3.260213,4.993105,6.427807,10.000000
4.300198,5.180810,3.624089,10.000000
5.377977,3.851031,4.348964,10.000000
4.371250,4.110707,5.383955,10.000000
4.751554,3.665848,4.362431,10.000000
