X,Y,Z,M
5.087699,6.582574,4.193151,10.000000
6.806379,5.529908,5.050013,10.000000
5.554714,5.450097,3.923547,10.000000
5.659379,3.374393,3.070958,10.000000
5.447680,5.076550,4.119972,10.000000
5.626899,5.890182,5.058967,10.000000
6.285403,6.524497,4.559642,10.000000
6.149007,5.023405,4.700946,10.000000
3.193754,1.024602,5.917325,10.000000
5.932154,4.557368,2.825577,10.000000
5.040565,9.305933,0.769237,10.000000
6.386786,5.900343,3.896460,10.000000
5.654512,6.279229,4.177763,10.000000
6.350796,6.181608,3.410012,10.000000
6.126011,6.449691,4.292253,10.000000
