X,Y,Z,M
4.560484,5.245609,4.420373,10.000000
5.096824,5.713919,3.853122,10.000000
4.340143,4.604260,3.572665,10.000000
8.188226,4.651715,5.685517,10.000000
4.252769,4.127844,3.802374,10.000000
4.558754,5.250357,4.747261,10.000000
5.191173,5.974269,4.185611,10.000000
5.105269,4.133668,4.235036,10.000000
4.329026,1.125573,4.668123,10.000000
5.604645,4.264425,1.940433,10.000000
4.329823,6.601010,3.521983,10.000000
5.057721,4.150446,4.673223,10.000000
4.376844,5.842282,3.824032,10.000000
5.336782,5.450533,3.092109,10.000000
5.026450,6.026290,3.807039,10.000000
