X,Y,Z,M
6.375166,3.556746,4.347422,10.000000
5.019989,4.328228,3.935159,10.000000
6.125926,4.582832,4.735034,10.000000
5.874685,6.724821,3.413970,10.000000
6.136153,4.894039,4.470003,10.000000
5.955592,4.136393,3.667114,10.000000
5.352256,3.363315,4.189402,10.000000
5.385596,4.984800,3.938843,10.000000
9.885433,9.879684,6.846975,10.000000
3.680567,6.797007,3.755318,10.000000
3.277890,4.551556,8.129062,10.000000
5.525019,5.013260,3.984518,10.000000
6.066777,3.441801,4.544164,10.000000
5.157602,3.601828,5.521772,10.000000
5.498366,3.297461,4.505185,10.000000
