X,Y,Z,M
6.945848,8.057922,7.539867,10.000000
8.198637,7.073140,8.259960,10.000000
7.421770,7.163083,7.338675,10.000000
3.299006,2.101374,1.894264,10.000000
7.164626,6.768379,7.502912,10.000000
7.249198,7.453840,8.222932,10.000000
7.795174,7.992454,7.667258,10.000000
7.613801,6.693888,7.907099,10.000000
3.342530,2.969787,1.822298,10.000000
3.087292,2.398991,1.622567,10.000000
1.786480,2.933721,1.451913,10.000000
8.337773,8.148452,6.893600,10.000000
7.456342,7.829838,7.436678,10.000000
7.850044,7.650684,6.866690,10.000000
7.699606,7.902927,7.475578,10.000000
