X,Y,Z,M
5.077053,4.312747,4.331543,10.000000
4.333601,4.966607,3.465458,10.000000
4.787732,4.631990,4.206292,10.000000
9.707450,2.066067,0.984508,10.000000
5.108983,4.992553,4.166944,10.000000
4.877412,4.736168,3.779621,10.000000
4.628927,4.599756,4.019989,10.000000
4.881606,5.063471,3.895365,10.000000
9.621474,0.160146,1.337357,10.000000
9.877054,1.184779,1.251091,10.000000
4.345167,8.937792,0.975002,10.000000
3.822853,3.412588,5.093371,10.000000
4.668284,4.743169,4.098819,10.000000
4.843410,4.611359,4.302273,10.000000
4.695179,4.725520,4.027916,10.000000
