X,Y,Z,M
5.324021,4.789136,3.699773,10.000000
4.954740,3.583720,5.003564,10.000000
5.532889,5.242731,4.688894,10.000000
0.821864,4.331918,3.817123,10.000000
5.681818,5.687631,4.465647,10.000000
5.298931,4.497727,3.812655,10.000000
4.810053,3.918660,4.186306,10.000000
4.936446,5.171985,4.559748,10.000000
1.218623,8.123903,4.434287,10.000000
1.226178,4.376273,1.260368,10.000000
5.521818,5.328259,2.566767,10.000000
4.789557,5.638613,3.554238,10.000000
5.619216,4.025875,4.487622,10.000000
4.680271,4.632870,4.913090,10.000000
4.965393,3.818896,4.610698,10.000000
