X,Y,Z,M
7.544427,7.548516,7.506262,10.000000
7.626586,7.442934,7.610421,10.000000
7.603335,7.525101,7.548737,10.000000
3.206819,2.315335,1.884892,10.000000
7.551456,7.463758,7.556918,10.000000
7.559698,7.476898,7.581399,10.000000
7.594740,7.494840,7.533017,10.000000
7.573550,7.433505,7.582939,10.000000
3.236439,2.898749,1.846651,10.000000
3.059009,2.512568,1.701841,10.000000
2.186320,2.860314,1.577100,10.000000
7.727311,7.679351,7.383100,10.000000
7.603939,7.485255,7.541350,10.000000
7.584713,7.523007,7.505484,10.000000
7.590941,7.478611,7.543559,10.000000
