X,Y,Z,M
6.287016,4.730550,2.942482,10.000000
5.055968,4.586221,3.304295,10.000000
5.932413,5.472727,3.587524,10.000000
3.129593,4.912652,3.851643,10.000000
6.093994,6.056241,3.377946,10.000000
5.955695,4.953454,2.413498,10.000000
5.487299,4.407725,3.013762,10.000000
5.259099,6.129765,3.038596,10.000000
5.498519,3.501453,9.783936,10.000000
8.172492,5.166247,8.285103,10.000000
6.604825,3.749217,2.695517,10.000000
4.919306,5.887596,2.697271,10.000000
6.171492,4.483875,3.263506,10.000000
5.187033,4.804006,4.414962,10.000000
5.617217,4.324262,3.379039,10.000000
