X,Y,Z,M
3.816584,5.646955,5.090465,10.000000
3.049271,4.523778,5.854596,10.000000
3.271949,5.634809,5.736372,10.000000
2.171009,3.846582,6.360153,10.000000
3.589183,6.470192,5.416813,10.000000
3.637596,5.682773,4.964443,10.000000
3.572172,5.255921,5.512162,10.000000
3.081417,6.332380,5.720315,10.000000
6.546425,4.103668,2.823940,10.000000
6.078982,8.089293,5.818192,10.000000
2.622462,4.865708,6.916891,10.000000
2.827897,6.341344,4.415787,10.000000
4.005395,5.114057,5.617567,10.000000
3.551915,6.322283,3.917471,10.000000
3.603068,4.948140,5.947227,10.000000
