X,Y,Z,M
5.149584,5.497835,3.899852,10.000000
6.060865,4.961185,3.883706,10.000000
5.279802,4.648415,3.551959,10.000000
4.548144,0.961779,5.963977,10.000000
5.333600,4.433763,3.846142,10.000000
5.360531,5.010930,4.342304,10.000000
5.907035,5.776451,3.840275,10.000000
5.926616,4.330391,4.197202,10.000000
8.240646,5.141724,9.794719,10.000000
4.659221,8.585544,6.610778,10.000000
5.907673,2.655871,5.857599,10.000000
5.615222,3.933613,4.317008,10.000000
5.292461,5.776928,3.604954,10.000000
6.227994,5.568410,2.685840,10.000000
5.801620,5.869602,3.580518,10.000000
